Município;UF;Pop. urb.;Reg.;Cod. nacional;ALGAR CELULAR S/A: Atende;ALGAR CELULAR S/A: Nº ERBs;CLARO S.A.: Atende;CLARO S.A.: Nº ERBs;NEXTEL TELECOMUNICACOES LTDA: Atende;NEXTEL TELECOMUNICACOES LTDA: Nº ERBs;OI MÓVEL S.A.: Atende;OI MÓVEL S.A.: Nº ERBs;SERCOMTEL CELULAR S.A.: Atende;SERCOMTEL CELULAR S.A.: Nº ERBs;TELEFÔNICA BRASIL S.A.: Atende;TELEFÔNICA BRASIL S.A.: Nº ERBs;TIM CELULAR S.A.: Atende;TIM CELULAR S.A.: Nº ERBs;TNL PCS S.A.: Atende;TNL PCS S.A.:Nº ERBs
 Monjolos;MG;2379;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Monsenhor Paulo;MG;8537;I;35;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;2
 Montalvânia;MG;15974;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Monte Alegre de Minas;MG;20594;I;34;Sim;11;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;5;Sim;5
 Monte Azul;MG;22218;I;38;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Monte Belo;MG;13435;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;4;Sim;1;Não;0
 Monte Carmelo;MG;47595;I;34;Sim;7;Sim;3;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;3
 Monte Formoso;MG;4855;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Monte Santo de Minas;MG;21878;I;35;Sim;3;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Monte Sião;MG;22557;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Montes Claros;MG;385898;I;38;Não;0;Sim;24;Não;0;Não;0;Não;0;Sim;23;Sim;20;Sim;14
 Montezuma;MG;7901;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Morada Nova de Minas;MG;8657;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Morro da Garça;MG;2669;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Morro do Pilar;MG;3421;I;31;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Munhoz;MG;6351;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Muriaé;MG;105861;I;32;Não;0;Sim;6;Não;0;Não;0;Não;0;Sim;7;Sim;5;Sim;8
 Mutum;MG;27456;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Muzambinho;MG;21007;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Nacip Raydan;MG;3256;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Nanuque;MG;41876;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Naque;MG;6708;I;33;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Natalândia;MG;3376;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Natércia;MG;4802;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nazareno;MG;8363;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;0;Sim;1;Não;0
 Nepomuceno;MG;26725;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;5;Sim;1;Sim;2
 Ninheira;MG;10219;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nova Belém;MG;3662;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Nova Era;MG;18002;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Nova Lima;MG;87391;I;31;Não;0;Sim;19;Não;0;Não;0;Não;0;Sim;14;Sim;17;Sim;22
 Nova Módica;MG;3830;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Nova Ponte;MG;13988;I;34;Sim;3;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Nova Porteirinha;MG;7623;I;38;Não;0;Sim;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Nova Resende;MG;16191;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Nova Serrana;MG;84550;I;37;Sim;10;Sim;4;Não;0;Não;0;Não;0;Sim;4;Sim;5;Sim;5
 Nova União;MG;5752;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Novo Cruzeiro;MG;31715;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Novo Oriente de Minas;MG;10738;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Novorizonte;MG;5196;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Olaria;MG;1957;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Olhos-d'Água;MG;5659;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Olímpio Noronha;MG;2677;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Oliveira;MG;41181;I;37;Sim;3;Sim;5;Não;0;Não;0;Não;0;Sim;7;Sim;4;Sim;6
 Oliveira Fortes;MG;2181;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Onça de Pitangui;MG;3164;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Oratórios;MG;4660;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Orizânia;MG;7701;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Ouro Branco;MG;37492;I;31;Não;0;Sim;6;Não;0;Não;0;Não;0;Sim;4;Sim;3;Sim;6
 Ouro Fino;MG;33031;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;3
 Ouro Preto;MG;73349;I;31;Não;0;Sim;9;Não;0;Não;0;Não;0;Sim;9;Sim;6;Sim;15
 Ouro Verde de Minas;MG;6148;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Padre Carvalho;MG;6154;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Padre Paraíso;MG;19744;I;33;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Pai Pedro;MG;6137;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Paineiras;MG;4708;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Pains;MG;8307;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Paiva;MG;1590;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Palma;MG;6738;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Palmópolis;MG;6674;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Papagaios;MG;15007;I;37;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Pará de Minas;MG;89418;I;37;Sim;14;Sim;8;Não;0;Não;0;Não;0;Sim;13;Sim;4;Sim;8
 Paracatu;MG;89530;I;38;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;10;Sim;2;Sim;5
 Paraguaçu;MG;21164;I;35;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;1
 Paraisópolis;MG;20410;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Paraopeba;MG;23762;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Passa Quatro;MG;16224;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Passa Tempo;MG;8377;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Passabém;MG;1776;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Passa-Vinte;MG;2121;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Passos;MG;111651;I;35;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;7;Sim;5;Sim;6
 Patis;MG;5846;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Patos de Minas;MG;146416;I;34;Sim;17;Sim;8;Não;0;Não;0;Não;0;Sim;12;Sim;6;Sim;7
 Patrocínio;MG;87178;I;34;Sim;11;Sim;5;Não;0;Não;0;Não;0;Sim;7;Sim;3;Sim;8
 Patrocínio do Muriaé;MG;5548;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Paula Cândido;MG;9605;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Paulistas;MG;5020;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pavão;MG;8771;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Peçanha;MG;17797;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pedra Azul;MG;24612;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Pedra Bonita;MG;6978;I;31;Não;0;Sim;2;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Pedra do Anta;MG;3414;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Pedra do Indaiá;MG;4006;I;37;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Pedra Dourada;MG;2345;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Pedralva;MG;11683;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pedras de Maria da Cruz;MG;10970;I;38;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pedrinópolis;MG;3626;I;34;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Pedro Leopoldo;MG;61975;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;9;Sim;4;Sim;5
 Pedro Teixeira;MG;1838;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Pequeri;MG;3296;I;32;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Pequi;MG;4284;I;37;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Perdigão;MG;9943;I;37;Sim;3;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Perdizes;MG;15323;I;34;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;3;Sim;4
 Perdões;MG;21013;I;35;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;2
 Periquito;MG;7150;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Pescador;MG;4274;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Piau;MG;2887;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Piedade de Caratinga;MG;7744;I;33;Não;0;Sim;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Piedade de Ponte Nova;MG;4192;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Piedade do Rio Grande;MG;4766;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Piedade dos Gerais;MG;4867;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Pimenta;MG;8582;I;37;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Pingo-d'Água;MG;4696;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pintópolis;MG;7491;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Piracema;MG;6575;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pirajuba;MG;5253;I;34;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Sim;1
 Piranga;MG;17804;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Não;0
 Piranguçu;MG;5432;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Piranguinho;MG;8404;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Pirapetinga;MG;10754;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pirapora;MG;55704;I;38;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;3;Sim;3
 Piraúba;MG;11123;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pitangui;MG;26797;I;37;Sim;4;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Piumhi;MG;33580;I;37;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;3
 Planura;MG;11194;I;34;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Poço Fundo;MG;16633;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Poços de Caldas;MG;161025;I;35;Não;0;Sim;10;Não;0;Não;0;Não;0;Sim;14;Sim;10;Sim;13
 Pocrane;MG;9050;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pompéu;MG;30699;I;37;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Ponte Nova;MG;59614;I;31;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;4;Sim;3;Sim;4
 Ponto Chique;MG;4161;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ponto dos Volantes;MG;11881;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Porteirinha;MG;38697;I;38;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;3;Não;0
 Porto Firme;MG;10955;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Poté;MG;16350;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Pouso Alegre;MG;140223;I;35;Não;0;Sim;11;Não;0;Não;0;Não;0;Sim;15;Sim;9;Sim;11
 Pouso Alto;MG;6291;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Prados;MG;8807;I;32;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Prata;MG;27109;I;34;Sim;6;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;2
 Pratápolis;MG;8975;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Pratinha;MG;3455;I;34;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Presidente Bernardes;MG;5630;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Presidente Juscelino;MG;3928;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Presidente Kubitschek;MG;3050;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Presidente Olegário;MG;19325;I;34;Sim;7;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Prudente de Morais;MG;10181;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Quartel Geral;MG;3470;I;37;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Queluzito;MG;1934;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Raposos;MG;16055;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Raul Soares;MG;24423;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Recreio;MG;10635;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Reduto;MG;6920;I;33;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Resende Costa;MG;11378;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Resplendor;MG;17631;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Ressaquinha;MG;4889;I;32;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Riachinho;MG;8257;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Riacho dos Machados;MG;9643;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ribeirão das Neves;MG;315819;I;31;Não;0;Sim;12;Sim;6;Não;0;Não;0;Sim;11;Sim;9;Sim;14
 Ribeirão Vermelho;MG;3990;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Rio Acima;MG;9704;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Rio Casca;MG;14376;I;31;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Rio do Prado;MG;5333;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Rio Doce;MG;2575;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Rio Espera;MG;6045;I;31;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Rio Manso;MG;5585;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Rio Novo;MG;9013;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Rio Paranaíba;MG;12328;I;34;Sim;3;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;3
 Rio Pardo de Minas;MG;30418;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Rio Piracicaba;MG;14578;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Rio Pomba;MG;17804;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Rio Preto;MG;5487;I;32;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Rio Vermelho;MG;13755;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Ritápolis;MG;4955;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Rochedo de Minas;MG;2229;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Rodeiro;MG;7429;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Romaria;MG;3671;I;34;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Rosário da Limeira;MG;4464;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Rubelita;MG;7428;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Rubim;MG;10278;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Sabará;MG;132636;I;31;Não;0;Sim;9;Não;0;Não;0;Não;0;Sim;9;Sim;7;Sim;14
 Sabinópolis;MG;16042;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Sacramento;MG;25225;I;34;Sim;3;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Salinas;MG;40942;I;38;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;2
 Salto da Divisa;MG;7084;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2
 Santa Bárbara;MG;29595;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;2
 Santa Bárbara do Leste;MG;8027;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Santa Bárbara do Monte Verde;MG;2972;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santa Bárbara do Tugúrio;MG;4646;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santa Cruz de Minas;MG;8298;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;0;Não;0
 Santa Cruz de Salinas;MG;4434;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Cruz do Escalvado;MG;5050;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santa Efigênia de Minas;MG;4661;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Fé de Minas;MG;4034;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santa Helena de Minas;MG;6309;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Juliana;MG;12455;I;34;Sim;3;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;1
 Santa Luzia;MG;213345;I;31;Não;0;Sim;11;Sim;8;Não;0;Não;0;Sim;14;Sim;7;Sim;15
 Santa Margarida;MG;15772;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santa Maria de Itabira;MG;10918;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Santa Maria do Salto;MG;5406;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Maria do Suaçuí;MG;14839;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Rita de Caldas;MG;9239;I;35;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Santa Rita de Ibitipoca;MG;3628;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Não;0;Não;0
 Santa Rita de Jacutinga;MG;5090;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Santa Rita de Minas;MG;6924;I;33;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Santa Rita do Itueto;MG;5782;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Rita do Sapucaí;MG;40435;I;35;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;2
 Santa Rosa da Serra;MG;3347;I;34;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Vitória;MG;19106;I;34;Sim;9;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Santana da Vargem;MG;7379;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Santana de Cataguases;MG;3793;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santana de Pirapama;MG;8106;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santana do Deserto;MG;3997;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santana do Garambéu;MG;2361;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santana do Jacaré;MG;4793;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santana do Manhuaçu;MG;8834;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2
 Santana do Paraíso;MG;30255;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;3;Sim;3
 Santana do Riacho;MG;4211;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2
 Santana dos Montes;MG;3908;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santo Antônio do Amparo;MG;18162;I;35;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;1
 Santo Antônio do Aventureiro;MG;3650;I;32;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santo Antônio do Grama;MG;4138;I;31;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santo Antônio do Itambé;MG;4151;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santo Antônio do Jacinto;MG;12042;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santo Antônio do Monte;MG;27352;I;37;Sim;2;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;2
 Santo Antônio do Retiro;MG;7236;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santo Antônio do Rio Abaixo;MG;1820;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Santo Hipólito;MG;3276;I;38;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Santos Dumont;MG;47557;I;32;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;3
 São Bento Abade;MG;4915;I;35;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 São Brás do Suaçuí;MG;3673;I;31;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 São Domingos das Dores;MG;5622;I;33;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
